forex|Technical toolkit|Patterns and divergence|A chart pattern organizes repeated price behaviour into a testable description. Divergence occurs when price and a chosen indicator do not make matching extremes. Neither provides a complete entry, invalidation or sizing rule. Define those separately and record failed examples rather than studying only attractive winners.|A higher price high with a lower momentum high is divergence, but the trend can continue before any reversal develops.|Write objective rules for one pattern: lookback, trigger, invalidation, time limit and no-trade conditions.|Drawing only patterns that succeeded and ignoring the ones that failed.
forex|Advanced chart reading|Breakouts and false breaks|A breakout crosses a defined boundary. Whether it continues depends on subsequent orders, liquidity and context. A false break returns into the prior range under a rule you define in advance. Waiting for confirmation can reduce some false starts but may increase entry distance and reduce reward relative to risk.|A close outside a range and a later retest are two different entry rules. Their fills and stop distances should be tested separately.|Define a breakout in exact terms and review at least twenty historical candidates without skipping losing examples.|Changing from a breakout trade to a range trade to avoid admitting invalidation.
forex|Advanced chart reading|Multiple timeframes|A higher timeframe can frame the environment while a lower timeframe refines execution. They should have distinct jobs. Looking at many charts until one supports your preferred direction introduces selection bias. Define which timeframe controls invalidation and when analysis is refreshed.|A daily uptrend and an hourly pullback can both be true. The decision is whether your tested setup trades with the larger trend or deliberately against it.|Write a two-timeframe routine with one question for context and one for execution.|Moving to a longer timeframe after a losing entry solely to justify holding it.
forex|Advanced chart reading|Heikin Ashi, waves and harmonics|Heikin Ashi transforms OHLC data to smooth the display; its candle prices are not necessarily executable quotes. Wave counts and harmonic patterns describe structured interpretations of swings and ratios. These methods require explicit rules because alternative counts can fit the same chart. Validate orders against actual market prices.|A smoothed candle can still look bullish while the real price has already crossed a planned stop. Use the real quote for order decisions.|Compare transformed and standard candles for the same session. Record where displayed opens and closes differ.|Placing orders at a synthetic candle price or presenting a subjective wave count as a fact.
forex|Macro fundamentals|Interest rates and expectations|Currency prices respond to changes in expected future conditions, not just the latest headline rate. A central bank can raise rates while its currency falls if the decision or guidance is less restrictive than traders expected. Compare the release with prior expectations and read the accompanying statement.|A hypothetical 25-basis-point hike can disappoint a market positioned for 50. The event direction alone does not determine the exchange-rate response.|Before an event, write separate expected, stronger and weaker scenarios without committing to a trade.|Assuming higher rates always produce an immediate currency rally.
forex|Macro fundamentals|Inflation, jobs and growth|Inflation, labour and activity reports describe different parts of the economy. Headline figures may conceal revisions, composition changes or conflicting details. Market impact depends on what the data changes about policy and growth expectations. Use official release definitions and distinguish month-on-month from year-on-year comparisons.|A stronger payroll headline can appear alongside downward revisions to previous months. Reading only the first number misses part of the release.|Open one official release and identify its measurement period, units, revisions and next release date.|Comparing two numbers measured over different periods as though they were equivalent.
forex|Macro fundamentals|Trading around scheduled news|Scheduled releases create a known time of uncertainty, not a known direction. Spreads, slippage and gaps can change execution. Plan whether the event is a reason to stand aside, reduce exposure or observe. A strategy designed for ordinary conditions should not silently become a news strategy.|A stop ten units away can fill farther away when quotes jump across it. A backtest using only candle closes can miss that execution risk.|Use the economic calendar to identify one event and write a no-trade window for a demo-session plan.|Using the forecast-versus-actual difference as an automatic market-order instruction.
forex|Intermarket context|Gold, the dollar and real yields|Gold is commonly quoted in US dollars, and its opportunity cost is often discussed alongside interest rates adjusted for inflation expectations. These relationships vary over time. A dollar rise or a real-yield rise does not impose a fixed move on gold because positioning, risk demand and other flows can dominate.|Two sessions with a stronger dollar can produce different gold outcomes. A historical correlation summarizes a sample; it is not a price equation.|Compare aligned daily percentage changes for gold and a reference series over several windows.|Treating an inverse relationship as permanent or sufficient for a leveraged trade.
forex|Intermarket context|Correlation and combined exposure|Correlation measures co-movement over a selected sample and frequency. It does not establish causation. Several positions can share one underlying risk even when the symbols differ. Changes in regime and stressed liquidity can make historical relationships unreliable.|Long EUR/USD and long GBP/USD both carry exposure to a weaker dollar. Two separately small positions can form one larger shared bet.|Write the economic risk behind each position, then compare it with the numerical correlation estimate.|Adding positions because the pair names differ while ignoring the common currency exposure.
forex|Intermarket context|Carry, country risk and sentiment|A carry idea seeks a yield difference, but the exchange rate can move against it by more than the income earned. Country risk, capital controls, liquidity and policy changes can reshape returns. Risk-on and risk-off are shorthand descriptions of a group of observations, not universal laws.|A position earning a small positive daily carry can still lose several months of carry in one adverse session.|Separate an example position's financing return from its price return and stress both independently.|Calling a high yield a free return without considering depreciation and funding risk.
forex|Build a trading process|A trading plan you can follow|A usable plan identifies the market, session, setup, invalidation, size, exit rules and conditions for doing nothing. It also defines daily limits and how performance is reviewed. A plan should be specific enough that another person can tell whether you followed it without knowing whether you made money.|“Buy strength” is vague. “Only consider the setup after the specified close, with a defined invalidation and capped exposure” is testable once its numbers are stated.|Draft a one-page demo plan with an explicit no-trade condition and end-of-session review.|Using a profit target as the entire trading plan.
forex|Build a trading process|Backtesting without fooling yourself|Backtesting applies fixed rules to past observations. Look-ahead bias uses information unavailable at the decision time; overfitting selects rules that explain noise. Include costs and realistic fills, separate development from evaluation data, and report sample size. Historical success does not establish future profitability.|Choosing the best settings from hundreds of trials and reporting only that winner overstates evidence. A held-out period offers a less flattering but more useful check.|Define rules before reviewing a new sample and record every qualifying trade, including missed fills.|Repeatedly adjusting rules after seeing the test-period result.
forex|Build a trading process|A journal that improves decisions|A trade journal links the plan, execution and outcome. Record the setup, intended risk, actual fills, costs, result in money and result in risk units. Review process errors separately from normal losing trades. Notes are most useful when they lead to one concrete change that can be evaluated.|A trade that followed the plan can lose 1R. A trade that broke the size limit can win 2R. The second result does not validate the process.|Record three demo trades using the local journal tool, then identify one repeated execution mistake.|Writing detailed notes only after losses and treating wins as proof of good decisions.
forex|Risk management|Position sizing from a loss budget|Start with a chosen loss budget, then divide by the loss per unit at the planned stop. The contract specification and account currency matter. Round size down to the allowed increment. The calculation estimates a planned loss before execution risks; it cannot cap losses in every market condition.|A USD 50 budget and USD 10 price distance on a 100-ounce gold lot implies 0.05 lots before costs. Doubling the stop distance halves that size.|Use the gold calculator, double the stop distance, and verify how position size changes.|Moving the stop closer just to permit a larger position.
forex|Risk management|Drawdown and recovery|Drawdown compares account equity with a prior peak. Recovery is asymmetric because a percentage gain applies to the smaller remaining balance. Cash deposits can conceal trading losses if records do not distinguish flows from performance. Protecting against large drawdowns is partly about preserving the ability to continue.|A fall from 100 to 80 is a 20% loss. Recovering from 80 to 100 requires a 25% gain, before costs and cash flows.|Calculate the recovery needed after 10%, 25% and 50% losses using the gain-and-loss tool.|Expecting the same percentage gain to reverse an equal percentage loss.
forex|Risk management|Expectancy and scaling|Expectancy combines win frequency with average win and average loss, after costs. A high win rate can still lose money when occasional losses are large. Scaling into or out of a position changes the exposure path; recalculate total planned risk rather than looking at each order in isolation.|At a 40% win rate, 2R average wins and 1R average losses, gross expectancy is 0.2R per trade. Costs of 0.25R would turn it negative.|Calculate expectancy under several cost assumptions and describe how adding a second order changes combined exposure.|Increasing size after a short winning streak without enough evidence about the distribution of outcomes.
forex|Psychology|Loss aversion and revenge trading|A loss can create pressure to recover quickly. That pressure may lead to larger size, weaker setups or repeated entries. Precommitted limits and pauses help interrupt the sequence. The objective is to keep decisions consistent with the plan, not to remove all emotion or guarantee a calm outcome.|After a planned loss, doubling size to “get back to even” changes the risk profile without improving the setup's evidence.|Write a pause rule triggered by a process mistake, then rehearse it during a demo session.|Judging a revenge trade as acceptable because it happened to win.
forex|Psychology|Patience and uncertainty|A trading decision operates under uncertainty. Passing on a setup is an active choice when the evidence or execution conditions do not meet your rules. A repeatable routine can reduce the urge to trade merely because the screen is open. Confidence should reflect evidence and limits, not certainty about the next candle.|A session with no qualifying setup can be a successful execution of the plan even when price later makes a large move.|Record one skipped trade and the rule behind it. Review the rule rather than the missed hypothetical profit.|Treating every market move as an opportunity you were obligated to capture.
forex|Psychology|Review the process, not one outcome|One result mixes decision quality with randomness. Review a group of comparable trades and distinguish adherence, execution costs and market conditions. Changing the whole strategy after each loss prevents meaningful evaluation. Define review intervals and what evidence would justify a change.|Five losses can occur within a strategy's ordinary variation. A single breach of a hard risk rule deserves attention even if the trade wins.|Choose one process metric, such as percentage of trades with size calculated before entry, and track it for a week.|Optimizing only win rate while ignoring costs, payoff size and rule compliance.
forex|Due diligence|Checking a broker|Identify the exact legal entity, its regulator and permissions, then independently match the firm's website and contact details. A familiar logo or copied registration number is not enough. Product protections can differ by entity and jurisdiction. Read funding and withdrawal terms before transferring money.|Two websites can claim the same registration number. Matching the official register's contact details helps distinguish the authorised firm from an imitation.|Use the regulator directory to locate the official checker and record the entity behind a hypothetical account.|Treating registration as a promise that trading will be profitable or risk-free.
forex|Due diligence|Prop evaluations and simulated results|An evaluation may use a simulated account and contractual payout rules rather than a brokerage account holding your capital. Fees, drawdown definitions, prohibited strategies and payout conditions matter. Published winners do not describe the outcome of every participant. Read the agreement as a product contract.|A trailing drawdown limit can tighten after equity rises, even if a trader later returns to the starting balance.|List the fee, daily limit, total drawdown method, payout conditions and termination clauses for an example evaluation.|Comparing headline account size with cash you actually own or can withdraw.
forex|Due diligence|From study to a demo routine|Finishing lessons is a milestone in learning, not certification of trading ability. Use a demo routine to test whether you can apply rules consistently, understand the platform and account for costs. Decide in advance what records and evidence you need before considering any change in exposure.|A profitable demo week with repeated size violations offers weaker process evidence than a carefully documented period with normal losses.|Build a four-week practice schedule with a market, session, risk rule and weekly review checklist.|Assuming course completion or a quiz score demonstrates readiness for real-money leverage.
crypto|Crypto foundations|What a blockchain records|A blockchain is a shared record updated under a network's rules. Transactions are grouped and linked so participants can verify history. The record's transparency does not guarantee that an asset has value, that its issuer is honest or that its software is safe. Networks differ in governance and technical trade-offs.|A transaction can be visible on a block explorer while the recipient is still a scammer. Verifying inclusion is different from verifying a business claim.|Inspect a public block explorer without connecting a wallet. Identify a block, transaction hash and confirmation count.|Using the word decentralized as proof that every part of a service has no controlling party.
crypto|Crypto foundations|Bitcoin, tokens and networks|Bitcoin is both a network and its native asset. Other networks can support native assets and additional tokens governed by contracts. A ticker is not a unique identifier: multiple assets can share similar names. Transfers require the correct asset, network and destination conventions.|An exchange may support a token on one network but not another. Sending the same ticker over an unsupported network can create a difficult or irreversible loss.|For a hypothetical transfer, identify the asset, network, address format and any required memo without sending funds.|Assuming identical ticker symbols mean identical assets or compatible deposit networks.
crypto|Crypto foundations|Wallets, keys and custody|A wallet manages the credentials used to control assets. In self-custody, losing access to the required keys or recovery information can mean losing control. With a custodian, access depends on its security and obligations. Neither model removes every risk. Never enter a recovery phrase into an unsolicited website or support chat.|A wallet interface can be reinstalled, but that does not recreate lost recovery material. A claimed support agent asking for a seed phrase is asking for control.|Compare custody responsibilities on paper. Do not use real keys or recovery phrases in a practice exercise.|Thinking a wallet's familiar interface guarantees the safety of every transaction it displays.
crypto|Crypto mechanics|Fees and confirmations|Network fees compensate scarce transaction-processing capacity under the network's rules. Fee levels, finality and confirmation practices vary. A platform may impose its own withdrawal fee and waiting period. A transaction marked sent by a service is not necessarily finalized on the destination network.|A low-fee transfer may take longer to be included during congestion. Increasing the amount sent does not always increase network computation proportionally.|Trace the stages of a hypothetical withdrawal: service approval, broadcast, inclusion and destination credit.|Promising a fixed arrival time without checking the network and service requirements.
crypto|Crypto mechanics|Stablecoins and depegging|A stablecoin aims to track a reference value through a specific mechanism. The label does not guarantee redemption, liquidity or constant market price. Reserve quality, redemption access, counterparties and contract design vary. A market price near one dollar does not prove every holder can redeem one dollar on demand.|A token quoted at USD 1.00 can trade below that value if confidence or liquidity deteriorates. The exit price is the executable market price.|Identify the stated backing mechanism and who can redeem in a hypothetical stablecoin design.|Treating a stablecoin balance as equivalent to an insured bank deposit.
crypto|Crypto mechanics|Spot and perpetual contracts|Spot exposure and perpetual derivatives create different obligations. Perpetual contracts can include funding transfers, leverage and liquidation rules. A position can be liquidated before a longer-term price view plays out. The mark price used for risk controls may differ from the last traded price.|A leveraged long can lose through price movement, fees and funding. A correct eventual direction does not reverse an earlier liquidation.|Read a sample contract's funding interval, margin rules and liquidation-price definition before simulating a position.|Using a spot price chart as a complete description of derivative-account risk.
crypto|Crypto applications|Smart contracts and DeFi|A smart contract executes coded rules on a network. DeFi applications can combine contracts, price feeds, governance and interfaces. A code audit can reduce uncertainty about a reviewed version but does not guarantee safety. Permissions granted to contracts may remain active until revoked under the network's rules.|Approving a token allowance is a different action from a one-time transfer. The amount and the authorised spender both matter.|Read a mock approval request and identify the asset, spender and spending limit without connecting a funded wallet.|Assuming an audit badge covers every future upgrade and every integrated service.
crypto|Crypto applications|Staking and yield|Yield can come from protocol issuance, transaction activity, borrowing demand or incentives. Each source carries different risks, including lockups, penalties, token-price changes and counterparty failure. A quoted annual rate can change and may be paid in an asset whose price falls.|A 5% increase in token quantity does not create a positive currency return if the token price falls 20% over the same period.|Separate an example yield into quantity growth, asset-price change and fees.|Comparing a promotional crypto yield directly with a bank rate while ignoring the underlying risks.
crypto|Crypto applications|Liquidity and token supply|Market capitalization multiplies a quoted price by a supply measure; it does not show how much cash could be withdrawn at that price. Thin order books and concentrated holdings can magnify slippage. Circulating supply, fully diluted supply and scheduled unlocks describe different quantities.|A small trade can set the displayed price of a thin token, producing a large apparent market capitalization without deep exit liquidity.|Compare an example order-book depth with the planned order size and record which supply definition is being used.|Assuming a low token price means the asset is cheap without considering supply.
crypto|Crypto safety|Scams and transaction hygiene|Common traps combine urgency, impersonation and requests for irreversible action. Verify destinations independently, be cautious with unsolicited links and never share recovery information. A small test transfer can check a route but does not establish that an investment or service is trustworthy.|A fake giveaway may promise to return twice what you send. The ability to receive funds does not prove an intention to return them.|Write a verification checklist for a mock transfer and identify which steps protect the address versus the counterparty risk.|Treating a successful test withdrawal as a guarantee of future withdrawals or business legitimacy.
crypto|Crypto safety|Diversification across crypto assets|Holding several tokens does not necessarily diversify the economic risks. Assets may share the same market sentiment, network, bridge, custodian or stablecoin dependency. Evaluate both price relationships and infrastructure concentration. Correlations estimated in calm periods can change during stress.|Five tokens held through one failed custodian can share an access risk even if their prices behave differently.|Draw a dependency list for a hypothetical portfolio: network, custodian, bridge and settlement asset.|Counting token symbols instead of identifying common points of failure.
crypto|Crypto safety|A crypto research checklist|Separate the asset's purpose, supply, control, liquidity and custody requirements. Distinguish verifiable facts from promotional forecasts. Consider how the position would be exited and what could prevent access. A checklist organizes questions; it does not certify an asset as suitable or profitable.|A compelling product story can coexist with concentrated token ownership and shallow liquidity. Those are separate research questions.|Create a one-page research note with facts, uncertainties and reasons to decline, without making a purchase.|Treating a community's enthusiasm as independent verification of technical or financial claims.
